model_slug,probe_tier,status,score_mean,score_delta_vs_M01,score_delta_vs_P12,completion_binary,runtime_proxy,latency_field,cost_field,failure_reason_code,task_name,benchmark_slug,notebook_pin_sha,source_export,notes
gpt-5.4-2026-03-05,P12,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p12_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
gpt-5.4-2026-03-05,P24,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p24_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
gpt-5.4-2026-03-05,P48,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p48_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
gpt-5.4-2026-03-05,P72,completed,0.7090555555555557,0.04788888888888887,NA,1,NA,NA,NA,NA,lucid_m09_mature_evidence_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,m09_kaggle_leaderboard_export.csv,NA
gpt-5.4-mini-2026-03-17,P12,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p12_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
gpt-5.4-mini-2026-03-17,P24,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p24_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
gpt-5.4-mini-2026-03-17,P48,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p48_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
gpt-5.4-mini-2026-03-17,P72,completed,0.6451319444444447,-0.2482847222222222,NA,1,NA,NA,NA,NA,lucid_m09_mature_evidence_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,m09_kaggle_leaderboard_export.csv,NA
gpt-5.4-nano-2026-03-17,P12,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p12_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
gpt-5.4-nano-2026-03-17,P24,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p24_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
gpt-5.4-nano-2026-03-17,P48,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p48_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
gpt-5.4-nano-2026-03-17,P72,completed,0.6119999999999999,-0.13366666666666682,NA,1,NA,NA,NA,NA,lucid_m09_mature_evidence_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,m09_kaggle_leaderboard_export.csv,NA
gpt-oss-120b,P12,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p12_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
gpt-oss-120b,P24,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p24_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
gpt-oss-120b,P48,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p48_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
gpt-oss-120b,P72,platform_limited,NA,NA,NA,0,NA,NA,NA,boolean_false_no_numeric,lucid_m09_mature_evidence_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,m09_kaggle_leaderboard_export.csv,Platform returned Boolean_Result=False without Numerical_Result; not asserted as benchmark defect.
gpt-oss-20b,P12,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p12_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
gpt-oss-20b,P24,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p24_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
gpt-oss-20b,P48,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p48_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
gpt-oss-20b,P72,platform_limited,NA,NA,NA,0,NA,NA,NA,boolean_false_no_numeric,lucid_m09_mature_evidence_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,m09_kaggle_leaderboard_export.csv,Platform returned Boolean_Result=False without Numerical_Result; not asserted as benchmark defect.
qwen3-235b-a22b-instruct-2507,P12,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p12_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
qwen3-235b-a22b-instruct-2507,P24,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p24_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
qwen3-235b-a22b-instruct-2507,P48,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p48_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
qwen3-235b-a22b-instruct-2507,P72,completed,0.7117534722222216,0.03258680555555493,NA,1,NA,NA,NA,NA,lucid_m09_mature_evidence_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,m09_kaggle_leaderboard_export.csv,NA
qwen3-coder-480b-a35b-instruct,P12,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p12_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
qwen3-coder-480b-a35b-instruct,P24,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p24_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
qwen3-coder-480b-a35b-instruct,P48,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p48_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
qwen3-coder-480b-a35b-instruct,P72,completed,0.7432986111111107,-0.15086805555555616,NA,1,NA,NA,NA,NA,lucid_m09_mature_evidence_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,m09_kaggle_leaderboard_export.csv,NA
qwen3-next-80b-a3b-instruct,P12,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p12_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
qwen3-next-80b-a3b-instruct,P24,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p24_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
qwen3-next-80b-a3b-instruct,P48,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p48_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
qwen3-next-80b-a3b-instruct,P72,completed,0.654357638888888,-0.01605902777777868,NA,1,NA,NA,NA,NA,lucid_m09_mature_evidence_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,m09_kaggle_leaderboard_export.csv,NA
qwen3-next-80b-a3b-thinking,P12,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p12_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
qwen3-next-80b-a3b-thinking,P24,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p24_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
qwen3-next-80b-a3b-thinking,P48,export_missing,NA,NA,NA,0,NA,NA,NA,no_row_for_task,lucid_m11_probe_p48_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,NA,No matching Task_Name row in provided export CSV(s).
qwen3-next-80b-a3b-thinking,P72,completed,0.6518576388888895,0.001440972222222725,NA,1,NA,NA,NA,NA,lucid_m09_mature_evidence_task,michael1232/lucid-kaggle-community-benchmarks,13137d907e938c6ed36c2b17eb0c4347f2d3943c,m09_kaggle_leaderboard_export.csv,NA
